name,version_c,version_d,os,platform,removed,autosized,type,unit,value
audit_log_buffer_size,10,,all,all,0,0,integer,byte,"1048576"
audit_log_connection_policy,20,,all,all,0,0,enumeration,,"ALL"
audit_log_exclude_accounts,20,,all,all,0,0,string,,"NULL"
audit_log_file,10,,all,all,0,0,file name,,"audit.log"
audit_log_flush,10,,all,all,0,0,boolean,,"OFF"
audit_log_format,14,,all,all,0,0,enumeration,,"OLD"
audit_log_include_accounts,20,,all,all,0,0,string,,"NULL"
audit_log_policy,10,,all,all,0,0,enumeration,,"ALL"
audit_log_rotate_on_size,10,,all,all,0,0,integer,byte,"0"
audit_log_statement_policy,20,,all,all,0,0,enumeration,,"ALL"
audit_log_strategy,10,,all,all,0,0,enumeration,,"ASYNCHRONOUS"
authentication_windows_log_level,10,,Windows,all,0,0,integer,,"0"
authentication_windows_use_principal_name,10,,Windows,all,0,0,boolean,,"ON"
autocommit,0,,all,all,0,0,boolean,,"ON"
automatic_sp_privileges,0,,all,all,0,0,boolean,,"TRUE"
auto_increment_increment,0,,all,all,0,0,integer,,"1"
auto_increment_offset,0,,all,all,0,0,integer,,"1"
avoid_temporal_upgrade,24,,all,all,0,0,boolean,,"OFF"
back_log,0,,all,all,0,0,integer,,"50"
back_log,6,,all,all,0,1,integer,,""
big_tables,0,,all,all,0,0,boolean,,"OFF"
bind_address,1,,all,all,0,0,string,,"0.0.0.0"
bind_address,6,,all,all,0,0,string,,"*"
binlogging_impossible_mode,20,,all,all,0,0,enumeration,,"IGNORE_ERROR"
binlog_cache_size,0,,all,all,0,0,integer,byte,"32768"
binlog_checksum,2,,all,all,0,0,string,,"NONE"
binlog_checksum,6,,all,all,0,0,string,,"CRC32"
binlog_direct_non_transactional_updates,0,,all,all,0,0,boolean,,"OFF"
binlog_error_action,22,,all,all,0,0,enumeration,,"IGNORE_ERROR"
binlog_format,0,,all,all,0,0,enumeration,,"STATEMENT"
binlog_gtid_simple_recovery,23,,all,all,0,0,boolean,,"FALSE"
binlog_max_flush_queue_time,6,,all,all,0,0,integer,microsecond,"0"
binlog_order_commits,6,,all,all,0,0,boolean,,"ON"
binlog_rows_query_log_events,2,,all,all,0,0,boolean,,"FALSE"
binlog_row_image,2,,all,all,0,0,enumeration,,"full"
binlog_stmt_cache_size,1,,all,all,0,0,integer,byte,"32768"
block_encryption_mode,17,,all,all,0,0,string,,"aes-128-ecb"
bulk_insert_buffer_size,0,,all,all,0,0,integer,byte,"8388608"
character_set_database,0,,all,all,0,0,string,,"latin1"
character_set_filesystem,0,,all,all,0,0,string,,"binary"
character_set_server,0,,all,all,0,0,string,,"latin1"
character_set_system,0,,all,all,0,0,string,,"utf8"
collation_database,0,,all,all,0,0,string,,"latin1_swedish_ci"
collation_server,0,,all,all,0,0,string,,"latin1_swedish_ci"
completion_type,0,,all,all,0,0,enumeration,,"NO_CHAIN"
concurrent_insert,0,,all,all,0,0,enumeration,,"AUTO"
connect_timeout,0,,all,all,0,0,integer,second,"10"
core_file,0,,all,all,0,0,boolean,,"OFF"
daemon_memcached_enable_binlog,6,,all,all,0,0,boolean,,"false"
daemon_memcached_engine_lib_name,6,,all,all,0,0,file name,,"innodb_engine.so"
daemon_memcached_engine_lib_path,6,,all,all,0,0,directory name,,"NULL"
daemon_memcached_option,6,,all,all,0,0,string,,""
daemon_memcached_r_batch_size,6,,all,all,0,0,integer,,"1"
daemon_memcached_w_batch_size,6,,all,all,0,0,integer,,"1"
datetime_format,0,,all,all,0,0,string,,"%Y-%m-%d %H:%i:%s"
date_format,0,,all,all,0,0,string,,"%Y-%m-%d"
debug,0,,Windows,all,0,0,string,,"d:t:i:O,\mysqld.trace"
debug,0,,Linux,all,0,0,string,,"d:t:i:o,/tmp/mysqld.trace"
default_storage_engine,0,,all,all,0,0,enumeration,,"InnoDB"
default_tmp_storage_engine,3,,all,all,0,0,enumeration,,"InnoDB"
default_week_format,0,,all,all,0,0,integer,,"0"
delayed_insert_limit,0,,all,all,0,0,integer,,"100"
delayed_insert_timeout,0,,all,all,0,0,integer,second,"300"
delayed_queue_size,0,,all,all,0,0,integer,,"1000"
delay_key_write,0,,all,all,0,0,enumeration,,"ON"
disable_gtid_unsafe_statements,5,,all,all,0,0,boolean,,"false"
disable_gtid_unsafe_statements,9,,all,all,1,0,,,""
disconnect_on_expired_password,10,,all,all,0,0,boolean,,"ON"
div_precision_increment,0,,all,all,0,0,integer,,"4"
end_markers_in_json,5,,all,all,0,0,boolean,,"OFF"
enforce_gtid_consistency,9,,all,all,0,0,boolean,,"false"
engine_condition_pushdown,0,,all,all,0,0,boolean,,"ON"
engine_condition_pushdown,1,,all,all,1,0,,,""
eq_range_index_dive_limit,5,,all,all,0,0,integer,,"10"
event_scheduler,0,,all,all,0,0,enumeration,,"OFF"
expire_logs_days,0,,all,all,0,0,integer,day,"0"
explicit_defaults_for_timestamp,6,,all,all,0,0,boolean,,"FALSE"
flush,0,,all,all,0,0,boolean,,"OFF"
flush_time,0,,Windows,all,0,0,integer,second,"1800"
flush_time,0,,Linux,all,0,0,integer,second,"0"
flush_time,6,,all,all,0,0,integer,second,"0"
foreign_key_checks,0,,all,all,0,0,boolean,,"1"
ft_boolean_syntax,0,,all,all,0,0,string,,"+ -><()~*:""""&|"
ft_max_word_len,0,,all,all,0,0,integer,,"84"
ft_min_word_len,0,,all,all,0,0,integer,,"4"
ft_query_expansion_limit,0,,all,all,0,0,integer,,"20"
ft_stopword_file,0,,all,all,0,0,file name,,"(built-in)"
general_log,0,,all,all,0,0,boolean,,"OFF"
general_log_file,0,,all,all,0,1,file name,,""
group_concat_max_len,0,,all,all,0,0,integer,byte,"1024"
gtid_done,5,,all,all,0,0,string,,""
gtid_done,9,,all,all,1,0,,,""
gtid_executed,9,,all,all,0,0,string,,""
gtid_lost,5,,all,all,0,0,string,,""
gtid_lost,9,,all,all,1,0,,,""
gtid_mode,5,,all,all,0,0,enumeration,,"OFF"
gtid_next,5,,all,all,0,0,enumeration,,"AUTOMATIC"
gtid_owned,5,,all,all,0,0,string,,""
gtid_purged,9,,all,all,0,0,string,,""
have_compress,0,,all,all,0,0,boolean,,"YES"
have_crypt,0,,Windows,all,0,0,boolean,,"NO"
have_crypt,0,,Linux,all,0,0,boolean,,"YES"
have_csv,0,,all,all,0,0,boolean,,"YES"
have_csv,1,,all,all,1,0,,,""
have_dynamic_loading,0,,all,all,0,0,boolean,,"YES"
have_geometry,0,,all,all,0,0,boolean,,"YES"
have_innodb,0,,all,all,0,0,boolean,,"YES"
have_innodb,1,,all,all,1,0,,,""
have_ndbcluster,0,,all,all,0,0,boolean,,"NO"
have_openssl,0,,all,all,0,0,enumeration,,"DISABLED"
have_partitioning,0,,all,all,0,0,boolean,,"YES"
have_partitioning,1,,all,all,1,0,,,""
have_profiling,0,,all,all,0,0,boolean,,"YES"
have_query_cache,0,,all,all,0,0,boolean,,"YES"
have_rtree_keys,0,,all,all,0,0,boolean,,"YES"
have_ssl,0,,all,all,0,0,enumeration,,"DISABLED"
have_symlink,0,,all,all,0,0,enumeration,,"YES"
host_cache_size,5,,all,all,0,0,integer,,"128"
host_cache_size,8,,all,all,0,1,integer,,""
ignore_builtin_innodb,0,,all,all,0,0,boolean,,"OFF"
ignore_db_dirs,3,,all,all,0,0,string,,""
init_connect,0,,all,all,0,0,string,,""
init_file,0,,all,all,0,0,file name,,""
init_slave,0,,all,all,0,0,string,,""
innodb_adaptive_flushing,0,,all,all,0,0,boolean,,"ON"
innodb_adaptive_flushing_lwm,6,,all,all,0,0,integer,,"10"
innodb_adaptive_hash_index,0,,all,all,0,0,boolean,,"ON"
innodb_adaptive_max_sleep_delay,3,,all,all,0,0,integer,microsecond,"150000"
innodb_additional_mem_pool_size,0,,all,all,0,0,integer,byte,"8388608"
innodb_api_bk_commit_interval,7,,all,all,0,0,integer,second,"5"
innodb_api_disable_rowlock,6,,all,all,0,0,boolean,,"OFF"
innodb_api_enable_binlog,6,,all,all,0,0,boolean,,"OFF"
innodb_api_enable_mdl,6,,all,all,0,0,boolean,,"OFF"
innodb_api_trx_level,6,,all,all,0,0,integer,,"0"
innodb_autoextend_increment,0,,all,all,0,0,integer,megabyte,"8"
innodb_autoextend_increment,6,,all,all,0,0,integer,megabyte,"64"
innodb_autoinc_lock_mode,0,,all,all,0,0,integer,,"1"
innodb_buffer_pool_dump_at_shutdown,3,,all,all,0,0,boolean,,"OFF"
innodb_buffer_pool_dump_now,3,,all,all,0,0,boolean,,"OFF"
innodb_buffer_pool_filename,3,,all,all,0,0,file name,,"ib_buffer_pool"
innodb_buffer_pool_instances,0,,all,all,0,0,integer,,"1"
innodb_buffer_pool_instances,6,,all,all,0,1,integer,,""
innodb_buffer_pool_load_abort,3,,all,all,0,0,boolean,,"OFF"
innodb_buffer_pool_load_at_startup,3,,all,all,0,0,boolean,,"OFF"
innodb_buffer_pool_load_now,3,,all,all,0,0,boolean,,"OFF"
innodb_buffer_pool_size,0,,all,all,0,0,integer,byte,"134217728"
innodb_change_buffering,0,,all,all,0,0,enumeration,,"all"
innodb_change_buffering_debug,0,,all,all,0,0,integer,,"0"
innodb_change_buffer_max_size,2,,all,all,0,0,integer,,"25"
innodb_checksums,0,,all,all,0,0,boolean,,"ON"
innodb_checksum_algorithm,3,,all,all,0,0,enumeration,,"innodb"
innodb_checksum_algorithm,6,,all,all,0,0,enumeration,,"crc32"
innodb_checksum_algorithm,7,,all,all,0,0,enumeration,,"innodb"
innodb_cmp_per_index_enabled,7,,all,all,0,0,boolean,,"OFF"
innodb_commit_concurrency,0,,all,all,0,0,integer,,"0"
innodb_compression_failure_threshold_pct,7,,all,all,0,0,integer,,"5"
innodb_compression_level,7,,all,all,0,0,integer,,"6"
innodb_compression_pad_pct_max,7,,all,all,0,0,integer,,"50"
innodb_concurrency_tickets,0,,all,all,0,0,integer,,"500"
innodb_concurrency_tickets,6,,all,all,0,0,integer,,"5000"
innodb_data_file_path,0,,all,all,0,0,string,,"ibdata1:10M:autoextend"
innodb_data_file_path,7,,all,all,0,0,integer,,"ibdata1:12M:autoextend"
innodb_data_home_dir,0,,all,all,0,1,directory name,,""
innodb_disable_sort_file_cache,4,,all,all,0,0,boolean,,"OFF"
innodb_doublewrite,0,,all,all,0,0,boolean,,"ON"
innodb_fast_shutdown,0,,all,all,0,0,integer,,"1"
innodb_file_format,0,,all,all,0,0,string,,"Antelope"
innodb_file_format_check,0,,all,all,0,0,boolean,,"ON"
innodb_file_format_max,0,,all,all,0,0,string,,"Antelope"
innodb_file_per_table,0,,all,all,0,0,boolean,,"OFF"
innodb_file_per_table,6,,all,all,0,0,boolean,,"ON"
innodb_fil_make_page_dirty_debug,17,,all,all,0,0,integer,,"0"
innodb_flushing_avg_loops,6,,all,all,0,0,integer,,"30"
innodb_flush_log_at_timeout,5,,all,all,0,0,integer,second,"1"
innodb_flush_log_at_trx_commit,0,,all,all,0,0,enumeration,,"1"
innodb_flush_method,0,,Linux,all,0,0,string,,"NULL"
innodb_flush_method,0,,Windows,all,0,0,string,,"async_unbuffered"
innodb_flush_neighbors,3,,all,all,0,0,enumeration,,"1"
innodb_force_load_corrupted,3,,all,all,0,0,boolean,,"OFF"
innodb_force_recovery,0,,all,all,0,0,integer,,"0"
innodb_ft_aux_table,4,,all,all,0,0,string,,""
innodb_ft_cache_size,4,,all,all,0,0,integer,byte,"32000000"
innodb_ft_cache_size,10,,all,all,0,0,integer,byte,"8000000"
innodb_ft_enable_diag_print,4,,all,all,0,0,boolean,,"ON"
innodb_ft_enable_diag_print,7,,all,all,0,0,boolean,,"OFF"
innodb_ft_enable_stopword,4,,all,all,0,0,boolean,,"ON"
innodb_ft_max_token_size,4,,all,all,0,0,integer,,"84"
innodb_ft_min_token_size,4,,all,all,0,0,integer,,"3"
innodb_ft_num_word_optimize,4,,all,all,0,0,integer,,"2000"
innodb_ft_result_cache_limit,13,,all,all,0,0,integer,byte,"2000000000"
innodb_ft_server_stopword_table,4,,all,all,0,0,string,,"NULL"
innodb_ft_sort_pll_degree,4,,all,all,0,0,integer,,"2"
innodb_ft_total_cache_size,13,,all,all,0,0,integer,byte,"640000000"
innodb_ft_user_stopword_table,4,,all,all,0,0,string,,"NULL"
innodb_io_capacity,0,,all,all,0,0,integer,,"200"
innodb_io_capacity_max,6,,all,all,0,1,integer,,""
innodb_large_prefix,3,,all,all,0,0,boolean,,"OFF"
innodb_limit_optimistic_insert_debug,0,,all,all,0,0,integer,,"0"
innodb_locks_unsafe_for_binlog,0,,all,all,0,0,boolean,,"OFF"
innodb_lock_wait_timeout,0,,all,all,0,0,integer,second,"50"
innodb_log_buffer_size,0,,all,all,0,0,integer,byte,"8388608"
innodb_log_compressed_pages,11,,all,all,0,0,boolean,,"ON"
innodb_log_files_in_group,0,,all,all,0,0,integer,,"2"
innodb_log_file_size,0,,all,all,0,0,integer,byte,"5242880"
innodb_log_file_size,8,,all,all,0,0,integer,byte,"50331648"
innodb_lru_scan_depth,3,,all,all,0,0,integer,,"1024"
innodb_max_dirty_pages_pct,0,,all,all,0,0,integer,,"75"
innodb_max_dirty_pages_pct_lwm,6,,all,all,0,0,integer,,"0"
innodb_max_purge_lag,0,,all,all,0,0,integer,byte,"0"
innodb_max_purge_lag_delay,5,,all,all,0,0,integer,millisecond,"0"
innodb_mirrored_log_groups,0,,all,all,0,0,integer,,"1"
innodb_monitor_disable,2,,all,all,0,0,string,,""
innodb_monitor_enable,2,,all,all,0,0,string,,""
innodb_monitor_reset,2,,all,all,0,0,string,,""
innodb_monitor_reset_all,2,,all,all,0,0,string,,""
innodb_numa_interleave,27,,all,all,0,0,boolean,,"OFF"
innodb_old_blocks_pct,0,,all,all,0,0,integer,,"37"
innodb_old_blocks_time,0,,all,all,0,0,integer,millisecond,"0"
innodb_old_blocks_time,6,,all,all,0,0,integer,millisecond,"1000"
innodb_online_alter_log_max_size,6,,all,all,0,0,integer,byte,"134217728"
innodb_open_files,0,,all,all,0,0,integer,,"300"
innodb_open_files,6,,all,all,0,1,integer,,""
innodb_optimize_fulltext_only,4,,all,all,0,0,boolean,,"OFF"
innodb_page_size,4,,all,all,0,0,enumeration,byte,"16384"
innodb_print_all_deadlocks,2,,all,all,0,0,boolean,,"OFF"
innodb_purge_batch_size,0,,all,all,0,0,integer,,"20"
innodb_purge_batch_size,3,,all,all,0,0,integer,,"300"
innodb_purge_threads,0,,all,all,0,0,integer,,"0"
innodb_purge_threads,5,,all,all,0,0,integer,,"1"
innodb_random_read_ahead,3,,all,all,0,0,boolean,,"OFF"
innodb_read_ahead_threshold,0,,all,all,0,0,integer,,"56"
innodb_read_io_threads,0,,all,all,0,0,integer,,"4"
innodb_read_only,7,,all,all,0,0,boolean,,"OFF"
innodb_replication_delay,0,,all,all,0,0,integer,millisecond,"0"
innodb_rollback_on_timeout,0,,all,all,0,0,boolean,,"OFF"
innodb_rollback_segments,2,,all,all,0,0,integer,,"128"
innodb_saved_page_number_debug,17,,all,all,0,0,integer,,"0"
innodb_sort_buffer_size,4,,all,all,0,0,integer,byte,"1048576"
innodb_spin_wait_delay,0,,all,all,0,0,integer,,"6"
innodb_stats_auto_recalc,6,,all,all,0,0,boolean,,"ON"
innodb_stats_method,2,,all,all,0,0,enumeration,,"nulls_equal"
innodb_stats_on_metadata,0,,all,all,0,0,boolean,,"ON"
innodb_stats_on_metadata,6,,all,all,0,0,boolean,,"OFF"
innodb_stats_persistent,6,,all,all,0,0,boolean,,"ON"
innodb_stats_persistent_sample_pages,2,,all,all,0,0,integer,,"20"
innodb_stats_sample_pages,0,,all,all,0,0,integer,,"8"
innodb_stats_transient_sample_pages,2,,all,all,0,0,integer,,"8"
innodb_status_output,16,,all,all,0,0,boolean,,"OFF"
innodb_status_output_locks,16,,all,all,0,0,boolean,,"OFF"
innodb_strict_mode,0,,all,all,0,0,boolean,,"OFF"
innodb_support_xa,0,,all,all,0,0,boolean,,"TRUE"
innodb_sync_array_size,3,,all,all,0,0,integer,,"1"
innodb_sync_spin_loops,0,,all,all,0,0,integer,,"30"
innodb_table_locks,0,,all,all,0,0,boolean,,"TRUE"
innodb_thread_concurrency,0,,all,all,0,0,integer,,"0"
innodb_thread_sleep_delay,0,,all,all,0,0,integer,microsecond,"10000"
innodb_tmpdir,29,,all,all,0,0,directory name,,"NULL"
innodb_trx_purge_view_update_only_debug,0,,all,all,0,0,boolean,,"OFF"
innodb_trx_rseg_n_slots_debug,0,,all,all,0,0,integer,,"0"
innodb_undo_directory,3,,all,all,0,0,directory name,,"."
innodb_undo_logs,3,,all,all,0,0,integer,,"128"
innodb_undo_tablespaces,3,,all,all,0,0,integer,,"0"
innodb_use_native_aio,0,,all,all,0,0,boolean,,"ON"
innodb_use_sys_malloc,0,,all,all,0,0,boolean,,"ON"
innodb_version,11,,all,all,0,0,string,,"5.6.11"
innodb_version,12,,all,all,0,0,string,,"5.6.12"
innodb_version,13,,all,all,0,0,string,,"5.6.13"
innodb_version,14,,all,all,0,0,string,,"5.6.14"
innodb_version,15,,all,all,0,0,string,,"5.6.15"
innodb_version,16,,all,all,0,0,string,,"5.6.16"
innodb_version,17,,all,all,0,0,string,,"5.6.17"
innodb_version,18,,all,all,0,0,string,,"5.6.18"
innodb_version,19,,all,all,0,0,string,,"5.6.19"
innodb_version,20,,all,all,0,0,string,,"5.6.20"
innodb_version,21,,all,all,0,0,string,,"5.6.21"
innodb_version,22,,all,all,0,0,string,,"5.6.22"
innodb_version,23,,all,all,0,0,string,,"5.6.23"
innodb_version,24,,all,all,0,0,string,,"5.6.24"
innodb_version,25,,all,all,0,0,string,,"5.6.25"
innodb_version,26,,all,all,0,0,string,,"5.6.26"
innodb_version,27,,all,all,0,0,string,,"5.6.27"
innodb_version,28,,all,all,0,0,string,,"5.6.28"
innodb_version,29,,all,all,0,0,string,,"5.6.29"
innodb_version,30,,all,all,0,0,string,,"5.6.30"
innodb_version,31,,all,all,0,0,string,,"5.6.31"
innodb_version,32,,all,all,0,0,string,,"5.6.32"
innodb_version,33,,all,all,0,0,string,,"5.6.33"
innodb_version,34,,all,all,0,0,string,,"5.6.34"
innodb_write_io_threads,0,,all,all,0,0,integer,,"4"
interactive_timeout,0,,all,all,0,0,integer,second,"28800"
join_buffer_size,0,,all,all,0,0,integer,byte,"131072"
join_buffer_size,6,,all,all,0,0,integer,byte,"262144"
keep_files_on_create,0,,all,all,0,0,boolean,,"OFF"
key_buffer_size,0,,all,all,0,0,integer,byte,"8388608"
key_cache_age_threshold,0,,all,all,0,0,integer,,"300"
key_cache_block_size,0,,all,all,0,0,integer,byte,"1024"
key_cache_division_limit,0,,all,all,0,0,integer,,"100"
large_files_support,0,,all,all,0,0,boolean,,"ON"
large_pages,0,,all,all,0,0,boolean,,"FALSE"
large_page_size,0,,all,all,0,0,integer,byte,"0"
lc_messages,0,,all,all,0,0,string,,"en_US"
lc_time_names,0,,all,all,0,0,string,,"en_US"
license,0,,all,all,0,0,string,,"GPL"
local_infile,0,,all,all,0,0,boolean,,"ON"
locked_in_memory,0,,all,all,0,0,boolean,,"FALSE"
lock_wait_timeout,0,,all,all,0,0,integer,second,"31536000"
log,0,,all,all,0,0,string,,"OFF"
log,1,,all,all,1,0,,,""
log_bin,0,,all,all,0,0,boolean,,"OFF"
log_bin_basename,2,,all,all,0,1,file name,,""
log_bin_index,4,,all,all,0,1,file name,,""
